-------------  TOF INSERTIONS  -------------
--- 0 READS          |          1 WRITES 
--- 7 READS          |          55 WRITES 
--- 7 READS          |          139 WRITES 
--- 7 READS          |          131 WRITES 
--- 7 READS          |          109 WRITES 
--- 6 READS          |          11 WRITES 
--- 5 READS          |          169 WRITES 
--- 6 READS          |          3 WRITES 
--- 7 READS          |          185 WRITES 
--- 7 READS          |          163 WRITES 
--- 7 READS          |          167 WRITES 
--- 5 READS          |          141 WRITES 
--- 7 READS          |          61 WRITES 
--- 5 READS          |          97 WRITES 
--- 7 READS          |          43 WRITES 
--- 6 READS          |          165 WRITES 
--- 2 READS          |          175 WRITES 
--- 7 READS          |          55 WRITES 
--- 7 READS          |          229 WRITES 
--- 5 READS          |          83 WRITES 
--- 7 READS          |          153 WRITES 
--- 6 READS          |          179 WRITES 
--- 6 READS          |          159 WRITES 
--- 4 READS          |          219 WRITES 
--- 6 READS          |          49 WRITES 
--- 7 READS          |          197 WRITES 
--- 7 READS          |          21 WRITES 
--- 3 READS          |          147 WRITES 
--- 4 READS          |          75 WRITES 
--- 7 READS          |          39 WRITES 
--- 7 READS          |          47 WRITES 
--- 6 READS          |          137 WRITES 
--- 6 READS          |          49 WRITES 
--- 7 READS          |          31 WRITES 
--- 6 READS          |          108 WRITES 
--- 7 READS          |          31 WRITES 
--- 7 READS          |          39 WRITES 
--- 7 READS          |          183 WRITES 
--- 5 READS          |          23 WRITES 
--- 6 READS          |          57 WRITES 
--- 7 READS          |          39 WRITES 
--- 6 READS          |          167 WRITES 
--- 6 READS          |          19 WRITES 
--- 7 READS          |          105 WRITES 
--- 4 READS          |          103 WRITES 
--- 6 READS          |          107 WRITES 
--- 4 READS          |          15 WRITES 
--- 7 READS          |          213 WRITES 
--- 7 READS          |          25 WRITES 
--- 6 READS          |          167 WRITES 
--- 6 READS          |          33 WRITES 
--- 7 READS          |          191 WRITES 
--- 7 READS          |          31 WRITES 
--- 6 READS          |          167 WRITES 
--- 7 READS          |          227 WRITES 
--- 6 READS          |          175 WRITES 
--- 7 READS          |          91 WRITES 
--- 5 READS          |          53 WRITES 
--- 6 READS          |          137 WRITES 
--- 6 READS          |          159 WRITES 
--- 7 READS          |          191 WRITES 
--- 5 READS          |          37 WRITES 
--- 6 READS          |          19 WRITES 
--- 5 READS          |          125 WRITES 
--- 7 READS          |          13 WRITES 
--- 6 READS          |          19 WRITES 
--- 7 READS          |          223 WRITES 
--- 6 READS          |          211 WRITES 
--- 4 READS          |          15 WRITES 
--- 6 READS          |          151 WRITES 
--- 6 READS          |          27 WRITES 
--- 5 READS          |          7 WRITES 
--- 6 READS          |          145 WRITES 
--- 7 READS          |          213 WRITES 
--- 7 READS          |          209 WRITES 
--- 7 READS          |          191 WRITES 
--- 7 READS          |          61 WRITES 
--- 6 READS          |          233 WRITES 
--- 6 READS          |          41 WRITES 
--- 6 READS          |          107 WRITES 
--- 7 READS          |          51 WRITES 
--- 6 READS          |          233 WRITES 
--- 6 READS          |          145 WRITES 
--- 7 READS          |          213 WRITES 
--- 6 READS          |          137 WRITES 
--- 6 READS          |          19 WRITES 
--- 6 READS          |          87 WRITES 
--- 4 READS          |          75 WRITES 
--- 7 READS          |          223 WRITES 
--- 6 READS          |          87 WRITES 
--- 7 READS          |          139 WRITES 
--- 6 READS          |          189 WRITES 
--- 7 READS          |          95 WRITES 
--- 1 READS          |          117 WRITES 
--- 5 READS          |          97 WRITES 
--- 7 READS          |          91 WRITES 
--- 6 READS          |          87 WRITES 
--- 6 READS          |          27 WRITES 
--- 4 READS          |          15 WRITES 
--- 7 READS          |          165 WRITES 
--- 7 READS          |          47 WRITES 
--- 3 READS          |          147 WRITES 
--- 7 READS          |          127 WRITES 
--- 6 READS          |          33 WRITES 
--- 6 READS          |          226 WRITES 
--- 5 READS          |          53 WRITES 
--- 6 READS          |          63 WRITES 
--- 6 READS          |          177 WRITES 
--- 7 READS          |          3 WRITES 
--- 7 READS          |          35 WRITES 
--- 7 READS          |          107 WRITES 
--- 4 READS          |          195 WRITES 
--- 4 READS          |          165 WRITES 
--- 6 READS          |          221 WRITES 
--- 6 READS          |          93 WRITES 
--- 5 READS          |          37 WRITES 
--- 6 READS          |          49 WRITES 
--- 6 READS          |          71 WRITES 
--- 6 READS          |          191 WRITES 
--- 5 READS          |          97 WRITES 
--- 6 READS          |          101 WRITES 
--- 7 READS          |          39 WRITES 
--- 5 READS          |          217 WRITES 
--- 7 READS          |          145 WRITES 
--- 6 READS          |          169 WRITES 
--- 7 READS          |          233 WRITES 
--- 5 READS          |          231 WRITES 
--- 6 READS          |          93 WRITES 
--- 7 READS          |          133 WRITES 
--- 6 READS          |          191 WRITES 
--- 6 READS          |          63 WRITES 
--- 6 READS          |          3 WRITES 
--- 5 READS          |          173 WRITES 
--- 7 READS          |          81 WRITES 
--- 3 READS          |          89 WRITES 
--- 6 READS          |          27 WRITES 
--- 7 READS          |          175 WRITES 
--- 6 READS          |          101 WRITES 
--- 7 READS          |          85 WRITES 
--- 7 READS          |          51 WRITES 
--- 7 READS          |          167 WRITES 
--- 7 READS          |          9 WRITES 
--- 5 READS          |          231 WRITES 
--- 2 READS          |          179 WRITES 
--- 6 READS          |          109 WRITES 
--- 7 READS          |          167 WRITES 
--- 5 READS          |          83 WRITES 
--- 5 READS          |          157 WRITES 
--- 7 READS          |          145 WRITES 
--- 3 READS          |          149 WRITES 
--- 7 READS          |          233 WRITES 
--- 5 READS          |          217 WRITES 
--- 7 READS          |          197 WRITES 
--- 6 READS          |          169 WRITES 
--- 5 READS          |          37 WRITES 
--- 5 READS          |          231 WRITES 
--- 6 READS          |          71 WRITES 
--- 6 READS          |          117 WRITES 
--- 7 READS          |          219 WRITES 
--- 7 READS          |          81 WRITES 
--- 5 READS          |          143 WRITES 
--- 5 READS          |          127 WRITES 
--- 7 READS          |          43 WRITES 
--- 7 READS          |          141 WRITES 
--- 7 READS          |          201 WRITES 
--- 7 READS          |          151 WRITES 
--- 3 READS          |          149 WRITES 
--- 7 READS          |          155 WRITES 
--- 6 READS          |          101 WRITES 
--- 7 READS          |          69 WRITES 
--- 7 READS          |          61 WRITES 
--- 6 READS          |          79 WRITES 
--- 7 READS          |          107 WRITES 
--- 7 READS          |          205 WRITES 
--- 7 READS          |          212 WRITES 
--- 7 READS          |          201 WRITES 
--- 6 READS          |          147 WRITES 
--- 7 READS          |          215 WRITES 
--- 7 READS          |          235 WRITES 
--- 6 READS          |          19 WRITES 
--- 5 READS          |          83 WRITES 
--- 7 READS          |          141 WRITES 
--- 6 READS          |          207 WRITES 
--- 7 READS          |          95 WRITES 
--- 6 READS          |          161 WRITES 
--- 7 READS          |          211 WRITES 
--- 6 READS          |          57 WRITES 
--- 7 READS          |          201 WRITES 
--- 6 READS          |          153 WRITES 
--- 7 READS          |          159 WRITES 
--- 4 READS          |          45 WRITES 
--- 5 READS          |          83 WRITES 
--- 6 READS          |          41 WRITES 
--- 7 READS          |          167 WRITES 
--- 7 READS          |          99 WRITES 
--- 7 READS          |          137 WRITES 
--- 7 READS          |          99 WRITES 
--- 7 READS          |          197 WRITES 
--- 6 READS          |          57 WRITES 
--- 6 READS          |          169 WRITES 
--- 7 READS          |          9 WRITES 
--- 6 READS          |          49 WRITES 
--- 6 READS          |          139 WRITES 
--- 6 READS          |          3 WRITES 
--- 5 READS          |          67 WRITES 
--- 7 READS          |          1 WRITES 
--- 6 READS          |          87 WRITES 
--- 6 READS          |          199 WRITES 
--- 6 READS          |          147 WRITES 
--- 7 READS          |          211 WRITES 
--- 6 READS          |          131 WRITES 
--- 4 READS          |          75 WRITES 
--- 3 READS          |          89 WRITES 
--- 7 READS          |          31 WRITES 
--- 7 READS          |          103 WRITES 
--- 6 READS          |          229 WRITES 
--- 7 READS          |          99 WRITES 
--- 6 READS          |          79 WRITES 
--- 7 READS          |          17 WRITES 
--- 6 READS          |          41 WRITES 
--- 6 READS          |          57 WRITES 
--- 7 READS          |          155 WRITES 
--- 4 READS          |          75 WRITES 
--- 7 READS          |          219 WRITES 
--- 1 READS          |          119 WRITES 
--- 7 READS          |          159 WRITES 
--- 5 READS          |          233 WRITES 
--- 3 READS          |          89 WRITES 
--- 4 READS          |          225 WRITES 
--- 7 READS          |          25 WRITES 
--- 7 READS          |          115 WRITES 
--- 7 READS          |          77 WRITES 
--- 7 READS          |          35 WRITES 
--- 7 READS          |          17 WRITES 
--- 7 READS          |          21 WRITES 
--- 6 READS          |          139 WRITES 
--- 5 READS          |          23 WRITES 
--- 3 READS          |          29 WRITES 
--- 7 READS          |          161 WRITES 
--- 7 READS          |          103 WRITES 
--- 7 READS          |          185 WRITES 
--- 4 READS          |          15 WRITES 
--- 6 READS          |          79 WRITES 
--- 1 READS          |          119 WRITES 
--- 6 READS          |          72 WRITES 
--- 5 READS          |          145 WRITES 
--- 6 READS          |          27 WRITES 
--- 5 READS          |          219 WRITES 
--- 7 READS          |          225 WRITES 
--- 7 READS          |          41 WRITES 
--- 6 READS          |          231 WRITES 
--- 7 READS          |          67 WRITES 
--- 7 READS          |          33 WRITES 
--- 7 READS          |          9 WRITES 
--- 6 READS          |          223 WRITES 
--- 7 READS          |          93 WRITES 
--- 6 READS          |          149 WRITES 
--- 6 READS          |          111 WRITES 
--- 7 READS          |          157 WRITES 
--- 7 READS          |          237 WRITES 
--- 1 READS          |          121 WRITES 
--- 7 READS          |          195 WRITES 
--- 6 READS          |          43 WRITES 
--- 4 READS          |          107 WRITES 
--- 7 READS          |          45 WRITES 
--- 7 READS          |          139 WRITES 
--- 4 READS          |          227 WRITES 
--- 5 READS          |          205 WRITES 
--- 6 READS          |          179 WRITES 
--- 5 READS          |          99 WRITES 
--- 5 READS          |          99 WRITES 
--- 6 READS          |          3 WRITES 
--- 6 READS          |          185 WRITES 
--- 7 READS          |          49 WRITES 
--- 7 READS          |          139 WRITES 
--- 7 READS          |          67 WRITES 
--- 6 READS          |          51 WRITES 
--- 4 READS          |          77 WRITES 
--- 7 READS          |          5 WRITES 
--- 7 READS          |          79 WRITES 
--- 6 READS          |          133 WRITES 
--- 7 READS          |          5 WRITES 
--- 7 READS          |          173 WRITES 
--- 7 READS          |          165 WRITES 
--- 7 READS          |          29 WRITES 
--- 7 READS          |          97 WRITES 
--- 3 READS          |          31 WRITES 
--- 7 READS          |          217 WRITES 
--- 7 READS          |          93 WRITES 
--- 7 READS          |          17 WRITES 
--- 7 READS          |          187 WRITES 
--- 7 READS          |          17 WRITES 
--- 7 READS          |          153 WRITES 
--- 4 READS          |          77 WRITES 
--- 6 READS          |          95 WRITES 
--- 3 READS          |          91 WRITES 
--- 7 READS          |          213 WRITES 
--- 4 READS          |          197 WRITES 
--- 4 READS          |          227 WRITES 
--- 5 READS          |          129 WRITES 
--- 4 READS          |          227 WRITES 
--- 6 READS          |          111 WRITES 
--- 5 READS          |          219 WRITES 
--- 3 READS          |          211 WRITES 
--- 7 READS          |          203 WRITES 
--- 7 READS          |          5 WRITES 
--- 3 READS          |          151 WRITES 
--- 7 READS          |          143 WRITES 
--- 3 READS          |          31 WRITES 
--- 7 READS          |          203 WRITES 
--- 4 READS          |          227 WRITES 
--- 6 READS          |          81 WRITES 
--- 7 READS          |          183 WRITES 
--- 7 READS          |          127 WRITES 
--- 7 READS          |          64 WRITES 
--- 4 READS          |          137 WRITES 
--- 5 READS          |          85 WRITES 
--- 7 READS          |          223 WRITES 
--- 7 READS          |          167 WRITES 
--- 6 READS          |          51 WRITES 
--- 7 READS          |          45 WRITES 
--- 7 READS          |          155 WRITES 
--- 7 READS          |          171 WRITES 
--- 6 READS          |          3 WRITES 
--- 7 READS          |          197 WRITES 
--- 7 READS          |          21 WRITES 
--- 5 READS          |          207 WRITES 
--- 7 READS          |          71 WRITES 
--- 7 READS          |          235 WRITES 
--- 3 READS          |          213 WRITES 
--- 7 READS          |          147 WRITES 
--- 7 READS          |          189 WRITES 
--- 6 READS          |          11 WRITES 
--- 6 READS          |          157 WRITES 
--- 7 READS          |          167 WRITES 
--- 7 READS          |          223 WRITES 
--- 7 READS          |          71 WRITES 
--- 7 READS          |          159 WRITES 
--- 7 READS          |          215 WRITES 
--- 7 READS          |          79 WRITES 
--- 6 READS          |          119 WRITES 
--- 6 READS          |          35 WRITES 
--- 7 READS          |          49 WRITES 
--- 3 READS          |          153 WRITES 
--- 4 READS          |          107 WRITES 
--- 6 READS          |          43 WRITES 
--- 6 READS          |          19 WRITES 
--- 7 READS          |          223 WRITES 
--- 1 READS          |          121 WRITES 
--- 6 READS          |          225 WRITES 
--- 7 READS          |          143 WRITES 
--- 6 READS          |          103 WRITES 
--- 7 READS          |          41 WRITES 
--- 1 READS          |          121 WRITES 
--- 7 READS          |          101 WRITES 
--- 6 READS          |          73 WRITES 
--- 7 READS          |          123 WRITES 
--- 6 READS          |          125 WRITES 
--- 6 READS          |          165 WRITES 
--- 7 READS          |          163 WRITES 
--- 6 READS          |          165 WRITES 
--- 4 READS          |          229 WRITES 
--- 6 READS          |          203 WRITES 
--- 7 READS          |          175 WRITES 
--- 7 READS          |          1 WRITES 
--- 6 READS          |          187 WRITES 
--- 7 READS          |          17 WRITES 
--- 6 READS          |          51 WRITES 
--- 6 READS          |          65 WRITES 
--- 6 READS          |          43 WRITES 
--- 7 READS          |          13 WRITES 
--- 7 READS          |          57 WRITES 
--- 6 READS          |          173 WRITES 
--- 7 READS          |          67 WRITES 
--- 4 READS          |          229 WRITES 
--- 7 READS          |          189 WRITES 
--- 4 READS          |          15 WRITES 
--- 7 READS          |          21 WRITES 
--- 7 READS          |          33 WRITES 
--- 6 READS          |          73 WRITES 
--- 7 READS          |          87 WRITES 
--- 7 READS          |          101 WRITES 
--- 7 READS          |          231 WRITES 
--- 6 READS          |          73 WRITES 
--- 7 READS          |          16 WRITES 
--- 6 READS          |          19 WRITES 
--- 7 READS          |          107 WRITES 
--- 7 READS          |          237 WRITES 
--- 6 READS          |          189 WRITES 
--- 5 READS          |          69 WRITES 
--- 5 READS          |          85 WRITES 
--- 7 READS          |          191 WRITES 
--- 7 READS          |          67 WRITES 
--- 6 READS          |          51 WRITES 
--- 7 READS          |          57 WRITES 
--- 7 READS          |          21 WRITES 
--- 6 READS          |          205 WRITES 
--- 7 READS          |          153 WRITES 
--- 6 READS          |          3 WRITES 
--- 6 READS          |          11 WRITES 
--- 7 READS          |          111 WRITES 
--- 6 READS          |          219 WRITES 
--- 7 READS          |          157 WRITES 
--- 6 READS          |          151 WRITES 
--- 7 READS          |          83 WRITES 
--- 7 READS          |          103 WRITES 
--- 7 READS          |          161 WRITES 
--- 4 READS          |          109 WRITES 
--- 7 READS          |          87 WRITES 
--- 7 READS          |          17 WRITES 
--- 7 READS          |          21 WRITES 
--- 5 READS          |          55 WRITES 
--- 7 READS          |          63 WRITES 
--- 7 READS          |          125 WRITES 
--- 5 READS          |          239 WRITES 
--- 6 READS          |          3 WRITES 
--- 7 READS          |          225 WRITES 
--- 7 READS          |          95 WRITES 
--- 7 READS          |          83 WRITES 
--- 7 READS          |          25 WRITES 
--- 3 READS          |          155 WRITES 
--- 4 READS          |          139 WRITES 
--- 7 READS          |          225 WRITES 
--- 5 READS          |          223 WRITES 
--- 5 READS          |          117 WRITES 
--- 2 READS          |          185 WRITES 
--- 7 READS          |          225 WRITES 
--- 6 READS          |          151 WRITES 
--- 6 READS          |          19 WRITES 
--- 7 READS          |          199 WRITES 
--- 6 READS          |          159 WRITES 
--- 5 READS          |          23 WRITES 
--- 7 READS          |          9 WRITES 
--- 5 READS          |          39 WRITES 
--- 7 READS          |          187 WRITES 
--- 5 READS          |          69 WRITES 
--- 6 READS          |          51 WRITES 
--- 4 READS          |          171 WRITES 
--- 6 READS          |          197 WRITES 
--- 7 READS          |          203 WRITES 
--- 7 READS          |          95 WRITES 
--- 6 READS          |          213 WRITES 
--- 7 READS          |          63 WRITES 
--- 5 READS          |          193 WRITES 
--- 7 READS          |          137 WRITES 
--- 5 READS          |          239 WRITES 
--- 7 READS          |          203 WRITES 
--- 7 READS          |          1 WRITES 
--- 7 READS          |          33 WRITES 
--- 7 READS          |          199 WRITES 
--- 7 READS          |          9 WRITES 
--- 7 READS          |          191 WRITES 
--- 7 READS          |          225 WRITES 
--- 7 READS          |          137 WRITES 
--- 7 READS          |          146 WRITES 
--- 5 READS          |          209 WRITES 
--- 6 READS          |          51 WRITES 
--- 5 READS          |          225 WRITES 
--- 7 READS          |          191 WRITES 
--- 6 READS          |          213 WRITES 
--- 7 READS          |          33 WRITES 
--- 7 READS          |          103 WRITES 
--- 7 READS          |          157 WRITES 
--- 7 READS          |          149 WRITES 
--- 7 READS          |          95 WRITES 
--- 6 READS          |          237 WRITES 
--- 6 READS          |          73 WRITES 
--- 6 READS          |          3 WRITES 
--- 1 READS          |          123 WRITES 
--- 7 READS          |          199 WRITES 
--- 2 READS          |          185 WRITES 
--- 7 READS          |          243 WRITES 
--- 7 READS          |          219 WRITES 
--- 6 READS          |          121 WRITES 
--- 7 READS          |          227 WRITES 
--- 6 READS          |          245 WRITES 
--- 7 READS          |          119 WRITES 
--- 7 READS          |          95 WRITES 
--- 5 READS          |          101 WRITES 
--- 7 READS          |          195 WRITES 
--- 7 READS          |          153 WRITES 
--- 6 READS          |          27 WRITES 
--- 7 READS          |          211 WRITES 
--- 6 READS          |          229 WRITES 
--- 6 READS          |          35 WRITES 
--- 7 READS          |          181 WRITES 
--- 7 READS          |          17 WRITES 
--- 6 READS          |          3 WRITES 
--- 6 READS          |          175 WRITES 
--- 6 READS          |          73 WRITES 
--- 7 READS          |          95 WRITES 
--- 6 READS          |          65 WRITES 
--- 6 READS          |          151 WRITES 
--- 2 READS          |          185 WRITES 
--- 5 READS          |          85 WRITES 
--- 7 READS          |          91 WRITES 
--- 4 READS          |          139 WRITES 
--- 7 READS          |          165 WRITES 
--- 7 READS          |          219 WRITES 
--- 6 READS          |          221 WRITES 
--- 7 READS          |          87 WRITES 
--- 6 READS          |          167 WRITES 
--- 7 READS          |          33 WRITES 
--- 7 READS          |          111 WRITES 
--- 5 READS          |          241 WRITES 
--- 6 READS          |          113 WRITES 
--- 5 READS          |          55 WRITES 
--- 7 READS          |          119 WRITES 
--- 5 READS          |          101 WRITES 
--- 6 READS          |          229 WRITES 
--- 6 READS          |          35 WRITES 
--- 7 READS          |          17 WRITES 
--- 7 READS          |          63 WRITES 
--- 7 READS          |          83 WRITES 
--- 4 READS          |          139 WRITES 
--- 6 READS          |          81 WRITES 
--- 6 READS          |          3 WRITES 
--- 4 READS          |          47 WRITES 
--- 7 READS          |          173 WRITES 
--- 7 READS          |          211 WRITES 
--- 6 READS          |          245 WRITES 
--- 3 READS          |          31 WRITES 
--- 4 READS          |          77 WRITES 
--- 7 READS          |          169 WRITES 
--- 5 READS          |          40 WRITES 
--- 7 READS          |          197 WRITES 
--- 6 READS          |          185 WRITES 
--- 7 READS          |          183 WRITES 
--- 6 READS          |          91 WRITES 
--- 5 READS          |          71 WRITES 
--- 7 READS          |          241 WRITES 
--- 7 READS          |          213 WRITES 
--- 7 READS          |          245 WRITES 
--- 7 READS          |          183 WRITES 
--- 6 READS          |          207 WRITES 
--- 7 READS          |          25 WRITES 
--- 7 READS          |          61 WRITES 
--- 7 READS          |          197 WRITES 
--- 7 READS          |          221 WRITES 
--- 7 READS          |          121 WRITES 
--- 5 READS          |          149 WRITES 
--- 7 READS          |          193 WRITES 
--- 7 READS          |          217 WRITES 
--- 7 READS          |          221 WRITES 
--- 7 READS          |          233 WRITES 
--- 7 READS          |          213 WRITES 
--- 7 READS          |          73 WRITES 
--- 6 READS          |          239 WRITES 
--- 7 READS          |          131 WRITES 
--- 6 READS          |          123 WRITES 
--- 6 READS          |          129 WRITES 
--- 6 READS          |          115 WRITES 
--- 6 READS          |          19 WRITES 
--- 7 READS          |          237 WRITES 
--- 6 READS          |          3 WRITES 
--- 3 READS          |          31 WRITES 
--- 6 READS          |          59 WRITES 
--- 5 READS          |          103 WRITES 
--- 6 READS          |          169 WRITES 
--- 2 READS          |          63 WRITES 
--- 7 READS          |          197 WRITES 
--- 7 READS          |          65 WRITES 
--- 7 READS          |          21 WRITES 
--- 6 READS          |          99 WRITES 
--- 6 READS          |          153 WRITES 
--- 7 READS          |          25 WRITES 
--- 7 READS          |          105 WRITES 
--- 5 READS          |          195 WRITES 
--- 6 READS          |          75 WRITES 
--- 7 READS          |          245 WRITES 
--- 4 READS          |          235 WRITES 
--- 2 READS          |          187 WRITES 
--- 5 READS          |          195 WRITES 
--- 7 READS          |          89 WRITES 
--- 7 READS          |          193 WRITES 
--- 6 READS          |          145 WRITES 
--- 7 READS          |          105 WRITES 
--- 7 READS          |          45 WRITES 
--- 4 READS          |          203 WRITES 
--- 7 READS          |          241 WRITES 
--- 6 READS          |          169 WRITES 
--- 7 READS          |          127 WRITES 
--- 6 READS          |          177 WRITES 
--- 6 READS          |          185 WRITES 
--- 6 READS          |          129 WRITES 
--- 7 READS          |          49 WRITES 
--- 5 READS          |          39 WRITES 
--- 7 READS          |          9 WRITES 
--- 5 READS          |          39 WRITES 
--- 7 READS          |          131 WRITES 
--- 7 READS          |          69 WRITES 
--- 6 READS          |          129 WRITES 
--- 7 READS          |          101 WRITES 
--- 5 READS          |          165 WRITES 
--- 6 READS          |          100 WRITES 
--- 3 READS          |          95 WRITES 
--- 6 READS          |          145 WRITES 
--- 4 READS          |          47 WRITES 
--- 7 READS          |          227 WRITES 
--- 7 READS          |          239 WRITES 
--- 6 READS          |          225 WRITES 
--- 6 READS          |          241 WRITES 
--- 7 READS          |          131 WRITES 
--- 7 READS          |          195 WRITES 
--- 6 READS          |          107 WRITES 
--- 6 READS          |          177 WRITES 
--- 7 READS          |          183 WRITES 
--- 5 READS          |          133 WRITES 
--- 7 READS          |          29 WRITES 
--- 7 READS          |          199 WRITES 
--- 5 READS          |          39 WRITES 
--- 3 READS          |          221 WRITES 
--- 6 READS          |          153 WRITES 
--- 7 READS          |          37 WRITES 
--- 7 READS          |          163 WRITES 
--- 5 READS          |          71 WRITES 
--- 7 READS          |          69 WRITES 
--- 3 READS          |          31 WRITES 
--- 5 READS          |          119 WRITES 
--- 5 READS          |          149 WRITES 
--- 3 READS          |          95 WRITES 
--- 6 READS          |          67 WRITES 
--- 7 READS          |          5 WRITES 
--- 7 READS          |          247 WRITES 
--- 5 READS          |          165 WRITES 
--- 4 READS          |          205 WRITES 
--- 4 READS          |          15 WRITES 
--- 3 READS          |          157 WRITES 
--- 4 READS          |          205 WRITES 
--- 7 READS          |          9 WRITES 
--- 7 READS          |          69 WRITES 
--- 5 READS          |          23 WRITES 
--- 7 READS          |          239 WRITES 
--- 5 READS          |          23 WRITES 
--- 4 READS          |          47 WRITES 
--- 7 READS          |          187 WRITES 
--- 7 READS          |          135 WRITES 
--- 5 READS          |          23 WRITES 
--- 2 READS          |          63 WRITES 
--- 7 READS          |          191 WRITES 
--- 7 READS          |          25 WRITES 
--- 7 READS          |          117 WRITES 
--- 6 READS          |          115 WRITES 
--- 7 READS          |          89 WRITES 
--- 6 READS          |          115 WRITES 
--- 7 READS          |          163 WRITES 
--- 6 READS          |          193 WRITES 
--- 6 READS          |          3 WRITES 
--- 7 READS          |          45 WRITES 
--- 7 READS          |          171 WRITES 
--- 7 READS          |          235 WRITES 
--- 4 READS          |          79 WRITES 
--- 6 READS          |          169 WRITES 
--- 7 READS          |          247 WRITES 
--- 4 READS          |          205 WRITES 
--- 4 READS          |          111 WRITES 
--- 6 READS          |          161 WRITES 
--- 7 READS          |          97 WRITES 
--- 7 READS          |          239 WRITES 
--- 7 READS          |          93 WRITES 
--- 6 READS          |          51 WRITES 
--- 4 READS          |          111 WRITES 
--- 7 READS          |          167 WRITES 
--- 7 READS          |          155 WRITES 
--- 5 READS          |          166 WRITES 
--- 4 READS          |          47 WRITES 
--- 7 READS          |          105 WRITES 
--- 4 READS          |          239 WRITES 
--- 7 READS          |          61 WRITES 
--- 6 READS          |          171 WRITES 
--- 7 READS          |          33 WRITES 
--- 5 READS          |          71 WRITES 
--- 7 READS          |          25 WRITES 
--- 5 READS          |          151 WRITES 
--- 6 READS          |          27 WRITES 
--- 6 READS          |          195 WRITES 
--- 4 READS          |          143 WRITES 
--- 6 READS          |          115 WRITES 
--- 7 READS          |          93 WRITES 
--- 7 READS          |          37 WRITES 
--- 7 READS          |          149 WRITES 
--- 7 READS          |          121 WRITES 
--- 6 READS          |          147 WRITES 
--- 6 READS          |          67 WRITES 
--- 5 READS          |          7 WRITES 
--- 7 READS          |          85 WRITES 
--- 4 READS          |          207 WRITES 
--- 7 READS          |          69 WRITES 
--- 5 READS          |          199 WRITES 
--- 4 READS          |          111 WRITES 
--- 7 READS          |          57 WRITES 
--- 7 READS          |          181 WRITES 
--- 7 READS          |          97 WRITES 
--- 7 READS          |          221 WRITES 
--- 7 READS          |          37 WRITES 
--- 6 READS          |          3 WRITES 
--- 6 READS          |          19 WRITES 
--- 7 READS          |          169 WRITES 
--- 5 READS          |          71 WRITES 
--- 7 READS          |          157 WRITES 
--- 7 READS          |          29 WRITES 
--- 7 READS          |          45 WRITES 
--- 5 READS          |          215 WRITES 
--- 7 READS          |          13 WRITES 
--- 6 READS          |          235 WRITES 
--- 7 READS          |          125 WRITES 
--- 5 READS          |          71 WRITES 
--- 7 READS          |          85 WRITES 
--- 6 READS          |          19 WRITES 
--- 4 READS          |          143 WRITES 
--- 7 READS          |          225 WRITES 
--- 6 READS          |          139 WRITES 
--- 7 READS          |          93 WRITES 
--- 3 READS          |          31 WRITES 
--- 7 READS          |          83 WRITES 
--- 6 READS          |          115 WRITES 
--- 7 READS          |          41 WRITES 
--- 5 READS          |          119 WRITES 
--- 7 READS          |          171 WRITES 
--- 4 READS          |          111 WRITES 
--- 7 READS          |          77 WRITES 
--- 7 READS          |          185 WRITES 
--- 7 READS          |          29 WRITES 
--- 7 READS          |          89 WRITES 
--- 6 READS          |          179 WRITES 
--- 7 READS          |          53 WRITES 
--- 6 READS          |          219 WRITES 
--- 6 READS          |          91 WRITES 
--- 7 READS          |          33 WRITES 
--- 6 READS          |          203 WRITES 
--- 7 READS          |          9 WRITES 
--- 5 READS          |          39 WRITES 
--- 7 READS          |          53 WRITES 
--- 5 READS          |          199 WRITES 
--- 7 READS          |          142 WRITES 
--- 7 READS          |          125 WRITES 
--- 7 READS          |          241 WRITES 
--- 7 READS          |          169 WRITES 
--- 5 READS          |          7 WRITES 
--- 5 READS          |          103 WRITES 
--- 3 READS          |          95 WRITES 
--- 7 READS          |          177 WRITES 
--- 7 READS          |          237 WRITES 
--- 7 READS          |          73 WRITES 
--- 5 READS          |          71 WRITES 
--- 2 READS          |          63 WRITES 
--- 7 READS          |          77 WRITES 
--- 5 READS          |          167 WRITES 
--- 7 READS          |          49 WRITES 
--- 6 READS          |          219 WRITES 
--- 1 READS          |          127 WRITES 
--- 3 READS          |          159 WRITES 
--- 6 READS          |          43 WRITES 
--- 7 READS          |          193 WRITES 
--- 7 READS          |          241 WRITES 
--- 7 READS          |          81 WRITES 
--- 7 READS          |          81 WRITES 
--- 4 READS          |          175 WRITES 
--- 7 READS          |          61 WRITES 
--- 7 READS          |          93 WRITES 
--- 3 READS          |          31 WRITES 
--- 7 READS          |          153 WRITES 
--- 6 READS          |          75 WRITES 
--- 7 READS          |          57 WRITES 
--- 5 READS          |          23 WRITES 
--- 6 READS          |          99 WRITES 
--- 7 READS          |          177 WRITES 
--- 4 READS          |          143 WRITES 
--- 6 READS          |          3 WRITES 
--- 6 READS          |          11 WRITES 
--- 5 READS          |          215 WRITES 
--- 7 READS          |          113 WRITES 
--- 5 READS          |          215 WRITES 
--- 6 READS          |          27 WRITES 
--- 4 READS          |          207 WRITES 
--- 7 READS          |          231 WRITES 
